"AGG000001"|"Jul18/25/BN-LIB-Income"|"2025/07/18"|"1"|"420"|"RN03"|"CUL074"|"841800"|"8507"|"DM87"|"SRT003"|"276001"|"5435"|"CASH PHOTOCOP"|"STANDARD"|"84"
"AGG000002"|"Jul18/25/BW-LIB-Income"|"2025/07/18"|"1"|"150"|"RN03"|"CUL074"|"841800"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH FINES"|"OUT OF SCOPE"|"0"
"AGG000003"|"Jul18/25/CN-LIB-Income"|"2025/07/18"|"1"|"3000"|"RN03"|"CUL074"|"841800"|"8461"|"DM87"|"SRT003"|"276001"|"5435"|"CASH ROOM1"|"EXEMPT"|"0"
"AGG000004"|"Jul07/25/CN-LIB-Income"|"2025/07/07"|"1"|"132"|"RN03"|"CUL074"|"867109"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH OVERDUE"|"OUT OF SCOPE"|"0"
"AGG000005"|"Jul07/25/CN-LIB-Income"|"2025/07/07"|"1"|"363"|"RN03"|"CUL074"|"867109"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH OVERDUE"|"OUT OF SCOPE"|"0"
"AGG000006"|"Jul03/25/CN-LIB-Income"|"2025/07/03"|"1"|"100"|"RN03"|"CUL074"|"867109"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH ACTIVITYB"|"OUT OF SCOPE"|"0"
"AGG000007"|"Jul03/25/CN-LIB-Income"|"2025/07/03"|"1"|"924"|"RN03"|"CUL074"|"841800"|"8501"|"PB13"|"SRT003"|"276001"|"5435"|"CASH OVERDUE"|"OUT OF SCOPE"|"0"
"AGG000008"|"Jul03/25/CN-LIB-Income"|"2025/07/03"|"1"|"759"|"RN03"|"CUL074"|"841800"|"8501"|"PB103"|"SRT003"|"276001"|"5435"|"CASH OVERDUE"|"OUT OF SCOPE"|"0"
"AGG000009"|"Jul03/25/TS-LIB-Income"|"2025/07/03"|"1"|"825"|"RN03"|"CUL074"|"841800"|"8501"|"PB103"|"SRT003"|"276001"|"5435"|"CASH OVERDUE"|"OUT OF SCOPE"|"0"
"AGG000010"|"Jul03/25/WN-LIB-Income"|"2025/07/03"|"1"|"500"|"RN03"|"CUL074"|"841800"|"8623"|"DM87"|"SRT003"|"276001"|"5435"|"CASH MANUAL"|"OUT OF SCOPE"|"0"
"AGG000011"|"Jul03/25/CN-LIB-Income"|"2025/07/03"|"1"|"1221"|"RN03"|"CUL074"|"841800"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH OVERDUE"|"OUT OF SCOPE"|"0"
"AGG000012"|"Jul03/25/CN-LIB-Income"|"2025/07/03"|"1"|"100"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH ACTIVITYB"|"OUT OF SCOPE"|"0"
"AGG000013"|"Jul03/25/WS-LIB-Income"|"2025/07/03"|"1"|"1221"|"RN03"|"CUL074"|"841800"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH OVERDUE"|"OUT OF SCOPE"|"0"
"AGG000014"|"Jul03/25/WN-LIB-Income"|"2025/07/03"|"1"|"325"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH GREETCARD_EE"|"OUT OF SCOPE"|"0"
"AGG000015"|"Jul03/25/WN-LIB-Income"|"2025/07/03"|"1"|"100"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH ACTIVITYB"|"OUT OF SCOPE"|"0"
"AGG000016"|"Jul03/25/WN-LIB-Income"|"2025/07/03"|"1"|"627"|"RN03"|"CUL074"|"841800"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH OVERDUE"|"OUT OF SCOPE"|"0"
"AGG000017"|"Jul03/25/CN-LIB-Income"|"2025/07/03"|"1"|"75"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH RESERVE"|"OUT OF SCOPE"|"0"
"AGG000018"|"Jul03/25/CN-LIB-Income"|"2025/07/03"|"1"|"75"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH RESERVE"|"OUT OF SCOPE"|"0"
"AGG000019"|"Jul01/25/CN-LIB-Income"|"2025/07/01"|"1"|"310"|"RN03"|"CUL074"|"841800"|"8505"|"DM87"|"SRT003"|"276001"|"5435"|"CASH RENT"|"OUT OF SCOPE"|"0"
"AGG000020"|"Jul01/25/NS-LIB-Income"|"2025/07/01"|"1"|"275"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH GREETCARD_DD"|"OUT OF SCOPE"|"0"
"AGG000021"|"Jul01/25/NS-LIB-Income"|"2025/07/01"|"1"|"1000"|"RN03"|"CUL074"|"841800"|"8623"|"DM87"|"SRT003"|"276001"|"5435"|"CASH LOST"|"OUT OF SCOPE"|"0"
"AGG000022"|"Jul01/25/NS-LIB-Income"|"2025/07/01"|"1"|"75"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH RESERVE"|"OUT OF SCOPE"|"0"
"AGG000023"|"Jul01/25/WS-LIB-Income"|"2025/07/01"|"1"|"75"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH RESERVE"|"OUT OF SCOPE"|"0"
"AGG000024"|"Jul01/25/TS-LIB-Income"|"2025/07/01"|"1"|"891"|"RN03"|"CUL074"|"841800"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH OVERDUE"|"OUT OF SCOPE"|"0"
"AGG000025"|"Jul01/25/TS-LIB-Income"|"2025/07/01"|"1"|"300"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH ACTIVITYB"|"OUT OF SCOPE"|"0"
"AGG000026"|"Jul01/25/RN-LIB-Income"|"2025/07/01"|"1"|"100"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH ACTIVITYB"|"OUT OF SCOPE"|"0"
"AGG000027"|"Jul01/25/RN-LIB-Income"|"2025/07/01"|"1"|"200"|"RN03"|"CUL074"|"841800"|"8623"|"DM87"|"SRT003"|"276001"|"5435"|"CASH NEW_CARD"|"OUT OF SCOPE"|"0"
"AGG000028"|"Jul01/25/BW-LIB-Income"|"2025/07/01"|"1"|"20"|"RN03"|"CUL074"|"841800"|"8623"|"DM87"|"SRT003"|"276001"|"5435"|"CASH MANUAL"|"OUT OF SCOPE"|"0"
"AGG000029"|"Jul01/25/CN-LIB-Income"|"2025/07/01"|"1"|"4488"|"RN03"|"CUL074"|"841800"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH OVERDUE"|"OUT OF SCOPE"|"0"
"AGG000030"|"Jul01/25/CN-LIB-Income"|"2025/07/01"|"1"|"75"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH RESERVE"|"OUT OF SCOPE"|"0"
"AGG000031"|"Jul01/25/CN-LIB-Income"|"2025/07/01"|"1"|"75"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH VOID"|"OUT OF SCOPE"|"0"
"AGG000032"|"Jul01/25/CN-LIB-Income"|"2025/07/01"|"1"|"20"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH PRINTING"|"OUT OF SCOPE"|"0"
"AGG000033"|"Jul01/25/CN-LIB-Income"|"2025/07/01"|"1"|"594"|"RN03"|"CUL074"|"841800"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH OVERDUE"|"OUT OF SCOPE"|"0"
"AGG000034"|"Jul01/25/CN-LIB-Income"|"2025/07/01"|"1"|"200"|"RN03"|"CUL074"|"841800"|"8623"|"DM87"|"SRT003"|"276001"|"5435"|"CASH MANUAL"|"OUT OF SCOPE"|"0"
"AGG000035"|"Jul01/25/WS-LIB-Income"|"2025/07/01"|"1"|"12903"|"RN03"|"CUL074"|"841800"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH OVERDUE"|"OUT OF SCOPE"|"0"
"AGG000036"|"Jun30/25/CN-LIB-Income"|"2025/06/30"|"1"|"150"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH RESERVE"|"OUT OF SCOPE"|"0"
"AGG000037"|"Jan20/25/AW-LIB-Income"|"2025/01/20"|"1"|"225"|"RN03"|"CUL074"|"841800"|"8353"|"DM87"|"SRT003"|"276001"|"5435"|"CASH IFBOOKTAILS"|"STANDARD"|"45"
"AGG000038"|"Jan20/25/BW-LIB-Income"|"2025/01/20"|"1"|"800"|"RN03"|"CUL074"|"841800"|"8623"|"DM87"|"SRT003"|"276001"|"5435"|"CASH EVENTS"|"STANDARD"|"160"
"AGG000039"|"Jan20/25/CN-LIB-Income"|"2025/01/20"|"1"|"1200"|"RN03"|"CUL074"|"841800"|"8623"|"DM87"|"SRT003"|"276001"|"5435"|"CASH EVENTS"|"STANDARD"|"240"
"AGG000040"|"Jan19/25/BN-LIB-Income"|"2025/01/19"|"1"|"300"|"RN03"|"CUL074"|"841800"|"8502"|"DM87"|"SRT003"|"276001"|"5435"|"CASH REQUESTILL"|"OUT OF SCOPE"|"0"
"AGG000041"|"Jan19/25/BW-LIB-Income"|"2025/01/19"|"1"|"1500"|"RN03"|"CUL074"|"841800"|"8461"|"DM87"|"SRT003"|"276001"|"5435"|"CASH ROOMPOD2"|"EXEMPT"|"0"
"AGG000042"|"Jan19/25/CW-LIB-Income"|"2025/01/19"|"1"|"350"|"RN03"|"CUL074"|"841800"|"8353"|"DM87"|"SRT003"|"276001"|"5435"|"CASH BAGREAD"|"STANDARD"|"70"
"AGG000043"|"Jan18/25/AW-LIB-Income"|"2025/01/18"|"1"|"150"|"RN03"|"CUL074"|"841800"|"8502"|"DM87"|"SRT003"|"276001"|"5435"|"CASH REQUEST1"|"OUT OF SCOPE"|"0"
"AGG000044"|"Jan18/25/BN-LIB-Income"|"2025/01/18"|"1"|"5000"|"RN03"|"CUL074"|"841800"|"8461"|"DM87"|"SRT003"|"276001"|"5435"|"CASH ROOM2"|"EXEMPT"|"0"
"AGG000045"|"Jan18/25/CN-LIB-Income"|"2025/01/18"|"1"|"240"|"RN03"|"CUL074"|"841800"|"8507"|"DM87"|"SRT003"|"276001"|"5435"|"CASH PHOTOCOP"|"STANDARD"|"48"
"AGG000046"|"Jan18/25/CW-LIB-Income"|"2025/01/18"|"1"|"625"|"RN03"|"CUL074"|"841800"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH FINES"|"OUT OF SCOPE"|"0"
"AGG000047"|"Jan18/25/CW-LIB-Income"|"2025/01/18"|"1"|"270"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH PRINTING"|"OUT OF SCOPE"|"0"
"AGG000048"|"Jan17/25/AW-LIB-Income"|"2025/01/17"|"1"|"2500"|"RN03"|"CUL074"|"841800"|"8461"|"DM87"|"SRT003"|"276001"|"5435"|"CASH ROOM1"|"EXEMPT"|"0"
"AGG000049"|"Jan17/25/BN-LIB-Income"|"2025/01/17"|"1"|"360"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH PRINTING"|"OUT OF SCOPE"|"0"
"AGG000050"|"Jan17/25/BW-LIB-Income"|"2025/01/17"|"1"|"680"|"RN03"|"CUL074"|"841800"|"8507"|"DM87"|"SRT003"|"276001"|"5435"|"CASH PHOTOCOP"|"STANDARD"|"136"
"AGG000051"|"Jan17/25/CN-LIB-Income"|"2025/01/17"|"1"|"375"|"RN03"|"CUL074"|"841800"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH FINES"|"OUT OF SCOPE"|"0"
"AGG000052"|"Jan17/25/CW-LIB-Income"|"2025/01/17"|"1"|"850"|"RN03"|"CUL074"|"841800"|"8623"|"DM87"|"SRT003"|"276001"|"5435"|"CASH LOSSREPLACE"|"OUT OF SCOPE"|"0"
"AGG000053"|"Jan16/25/AW-LIB-Income"|"2025/01/16"|"1"|"180"|"RN03"|"CUL074"|"841800"|"5435"|"DM87"|"SRT003"|"276001"|"5435"|"CASH PRINTING"|"OUT OF SCOPE"|"0"
"AGG000054"|"Jan16/25/BN-LIB-Income"|"2025/01/16"|"1"|"320"|"RN03"|"CUL074"|"841800"|"8507"|"DM87"|"SRT003"|"276001"|"5435"|"CASH PHOTOCOP"|"STANDARD"|"64"
"AGG000055"|"Jan16/25/BW-LIB-Income"|"2025/01/16"|"1"|"750"|"RN03"|"CUL074"|"841800"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH FINES"|"OUT OF SCOPE"|"0"
"AGG000056"|"Jan16/25/CN-LIB-Income"|"2025/01/16"|"1"|"1299"|"RN03"|"CUL074"|"841800"|"8623"|"DM87"|"SRT003"|"276001"|"5435"|"CASH LOSSREPLACE"|"OUT OF SCOPE"|"0"
"AGG000057"|"Jan15/25/AW-LIB-Income"|"2025/01/15"|"1"|"250"|"RN03"|"CUL074"|"841800"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH FINES"|"OUT OF SCOPE"|"0"
"AGG000058"|"Jan15/25/AW-LIB-Income"|"2025/01/15"|"1"|"450"|"RN03"|"CUL074"|"841800"|"8507"|"DM87"|"SRT003"|"276001"|"5435"|"CASH PHOTOCOP"|"STANDARD"|"90"
"AGG000059"|"Jan15/25/BN-LIB-Income"|"2025/01/15"|"1"|"500"|"RN03"|"CUL074"|"841800"|"8501"|"DM87"|"SRT003"|"276001"|"5435"|"CASH FINES"|"OUT OF SCOPE"|"0"
